epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.894116671706,0.104912157012,0.0682345911798,0.131660116073,0.988000007272,0.0216850645375,0.0520808484033,0.0421007568017
1,0.982316676577,0.0265325954231,0.0511093999445,0.0465674796545,0.989700006843,0.0156413912727,0.0439540722221,0.0328713871166
2,0.986783343156,0.0196520627624,0.0432879247703,0.0366209288966,0.992800003886,0.0116354823339,0.0368787005916,0.0260919327196
3,0.98991667519,0.0158589843389,0.0373827320461,0.0305130149393,0.991700004935,0.0118808781344,0.0328958290257,0.0247760427091
4,0.991066674391,0.0133019758796,0.0341187332695,0.0266765189947,0.992800005674,0.0109767751093,0.0298047459126,0.0226602352783
5,0.992000007133,0.0119443367406,0.0316195609917,0.0243392043374,0.993600005507,0.0086513015785,0.0275604821183,0.019455010267
6,0.992850006322,0.0105068054535,0.0296037177959,0.022111462485,0.994900004864,0.0084208037029,0.0260097111762,0.0186166102812
7,0.993683339059,0.00936341362268,0.0278046970287,0.0202628545882,0.993700006008,0.00807114222029,0.0243663883954,0.0176227662014
8,0.994266671936,0.00827146552134,0.0263513724351,0.0186012032581,0.994100004435,0.00745562283104,0.0231326651759,0.0165236272989
9,0.994900004764,0.00756243371346,0.0251608541173,0.0174254882801,0.994600004554,0.0066056683311,0.0223386314884,0.0153624116536
10,0.995366671085,0.00676945303965,0.0242098201687,0.0162597022749,0.994400004148,0.00669355812701,0.0211413385533,0.0149809626257
11,0.995733337402,0.00639814340859,0.0234271568246,0.015581588652,0.99590000391,0.00578946274865,0.0203431125637,0.0137639626302
12,0.996266670227,0.00584809248442,0.0227153435194,0.014752506918,0.99430000484,0.00611054859284,0.0197451329418,0.0138506405801
13,0.996383336782,0.00530424688142,0.0220475007656,0.0139468669721,0.995400004387,0.00560057537186,0.0191968388949,0.0131257360103
14,0.996583336592,0.00510613265001,0.021508210764,0.0135373510451,0.994900004268,0.00544012509705,0.0187295042444,0.0127820906229
15,0.997166669269,0.0044906584026,0.0210074970933,0.0127255970566,0.995400004387,0.00491145207801,0.0182675414253,0.0120723281614
16,0.997350002527,0.00434974612207,0.0206068908392,0.0124276470983,0.996100003719,0.00470816872847,0.0178195111081,0.0116934169317
17,0.997516669035,0.00398271558898,0.0201656980906,0.0118876690355,0.996300003529,0.00469755044458,0.0176833404507,0.011629419676
18,0.997300002575,0.00377201480975,0.0198039709994,0.0115351712471,0.996100003719,0.00466575561171,0.0173332147766,0.0114603755809
19,0.997933335304,0.00354683211461,0.019515704168,0.0111969879363,0.996300003529,0.00422834258477,0.0169369715359,0.0108676352818
20,0.9978333354,0.00330598377598,0.0191844048755,0.01082627029,0.995300004482,0.00509720767095,0.0167835412174,0.0116763556655
21,0.998016668558,0.00310665048943,0.0189572909242,0.0105379083512,0.996100003719,0.00444237127328,0.0164739381988,0.0109001548914
22,0.998133335114,0.00297933183618,0.0186931478263,0.0103070455984,0.996300003529,0.00427922482832,0.0163027464971,0.0106699012779
23,0.998083335161,0.00284292741109,0.0185020890164,0.010095746133,0.996200003624,0.00435439389581,0.016137815956,0.0106804175535
24,0.998466668129,0.0026875915933,0.0183474618181,0.00987979642659,0.995600004196,0.00424541079272,0.0159325623792,0.0104909751331
25,0.998466668129,0.00253304699252,0.0181274663005,0.00963901360209,0.996100003719,0.00398389238158,0.0157322494499,0.0101509339781
26,0.998500001431,0.00244722419688,0.0179831176406,0.00949660610408,0.996200003624,0.00404741187675,0.0156521186233,0.0101830421272
27,0.998600001335,0.00235495082129,0.0178569396896,0.00935487098526,0.996500003338,0.00380666055974,0.0154433006141,0.00986043428071
28,0.998733334541,0.00227709617834,0.0177222407563,0.00922421436679,0.996300003529,0.00396974459956,0.0153960991092,0.0100050152256
29,0.998716667891,0.00223721921058,0.0176163801458,0.00914284005295,0.996200003624,0.00389367055526,0.0152735386882,0.00988089751918
30,0.998733334541,0.00220008347579,0.0175340666715,0.00907343744145,0.996500003338,0.00390731145984,0.0152244644985,0.00987530138111
31,0.998733334541,0.00208042592209,0.0174127835113,0.00890623689552,0.996400003433,0.00380624336099,0.0151062402781,0.00972788933199
32,0.998766667843,0.00205981829975,0.0173472733485,0.00885994928967,0.996500003338,0.00378548911674,0.0150264095422,0.00967584150145
33,0.998900001049,0.00200269819312,0.0172700310623,0.00877255018024,0.996300003529,0.00398546070205,0.0149881178327,0.00986080273753
34,0.998783334494,0.00196087804827,0.0171857813699,0.00869770418697,0.996100003719,0.00367769149154,0.014897913551,0.00951767347986
35,0.998850001097,0.00189329497867,0.0171460081994,0.00861453000146,0.996400003433,0.00370030952024,0.0148528802022,0.00952263836749
36,0.998866667747,0.00191384133764,0.0170853146181,0.00861128448509,0.996400003433,0.00367125868435,0.0147991355415,0.00947251968784
37,0.998900001049,0.00184637073423,0.0170315656081,0.0085227442525,0.996100003719,0.00373999650559,0.0147462019604,0.00952050752006
38,0.998966667652,0.00173650052203,0.0169521838784,0.00838175643235,0.996200003624,0.00373587320619,0.0147290851641,0.00950967446202
39,0.999050000906,0.00182778799174,0.016945461072,0.00847040854472,0.996500003338,0.00371464113725,0.0146821392607,0.00947003954323
40,0.998966667652,0.00178318044773,0.0168888605448,0.00840361361081,0.996500003338,0.00372123801513,0.0146518504526,0.00946476324461
41,0.998900001049,0.00175447644742,0.0168950210062,0.00837732449329,0.996200003624,0.00378149961843,0.0146599298716,0.00952819203027
42,0.998983334303,0.00176972882447,0.0168435851888,0.00837241404457,0.996500003338,0.00371925889804,0.0146061978396,0.009444888297
43,0.9989166677,0.00172023223772,0.016809584039,0.00830958902758,0.996300003529,0.00372352936807,0.0145902486704,0.00944290674059
44,0.999050000906,0.00171285958896,0.0168025098772,0.00829944328793,0.996500003338,0.00360106307277,0.0145532736089,0.00930594617734
45,0.999150000811,0.00167456955811,0.0167936721351,0.00825768885047,0.996300003529,0.00368116109038,0.0145361270569,0.0093793227314
46,0.999016667604,0.00164567145683,0.016763598253,0.00821700179561,0.996400003433,0.00364869039732,0.0145154810883,0.00933875886956
47,0.999116667509,0.00164202474916,0.0167537883281,0.00820950961594,0.996200003624,0.00362973694845,0.0145052591339,0.00931579831755
48,0.999016667604,0.00164080372711,0.0167312790997,0.008199464983,0.996200003624,0.00363026123273,0.0144901498221,0.00931039979681
49,0.999000000954,0.00163714084068,0.0167004836227,0.00818373023455,0.996300003529,0.00362451895902,0.0144841280393,0.00930229703663
